CustomerID,Age,Tenure_Months,Monthly_Charges,Total_Charges,Contract_Type,Internet_Service,Online_Security,Online_Backup,Device_Protection,Tech_Support,Streaming_TV,Streaming_Movies,Paperless_Billing,Payment_Method,Customer_Service_Calls,Churn
CUST00627,72,30,93.24487318380898,2052.339281824996,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,No,No,Mailed check,7,1
CUST00628,20,68,74.83205837264242,2911.25259814777,Month-to-month,No,No,No,Yes,Yes,Yes,Yes,Yes,Credit card,6,0
CUST00629,29,18,32.798820853358635,762.9643329892924,Month-to-month,DSL,Yes,No,No,Yes,No,No,Yes,Credit card,2,0
CUST00630,43,62,108.213561428206,2734.354489408483,One year,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Bank transfer,9,1
CUST00631,33,37,59.34478465635915,5452.573469477919,One year,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Mailed check,3,0
CUST00632,68,25,102.78683753221728,669.677634142538,Month-to-month,DSL,No,No,Yes,No,No,No,Yes,Bank transfer,5,0
CUST00633,54,48,98.77130155277086,1722.6711269764319,Month-to-month,No,Yes,No,Yes,No,Yes,No,No,Credit card,2,0
CUST00634,39,65,82.44254464717281,3113.3842271651606,One year,DSL,No,Yes,Yes,No,Yes,No,No,Electronic check,8,0
CUST00635,74,53,69.4481131295093,7858.191342426104,Month-to-month,Fiber optic,Yes,No,Yes,No,Yes,Yes,Yes,Credit card,7,1
CUST00636,46,15,117.95508403817568,6300.4084013751535,One year,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Credit card,5,1
CUST00637,31,49,34.4965072379817,5894.545297287621,Month-to-month,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Bank transfer,3,1
CUST00638,45,68,92.51557275511148,1017.9085565510233,One year,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Electronic check,6,1
CUST00639,22,12,39.119070146478904,6269.867559558433,Two year,No,No,No,Yes,Yes,Yes,No,Yes,Electronic check,2,0
CUST00640,64,59,53.82631053323484,6303.62361097652,One year,DSL,No,Yes,No,Yes,Yes,No,Yes,Bank transfer,9,0
CUST00641,66,37,50.86987433731953,4848.711295432194,One year,Fiber optic,No,Yes,No,No,Yes,No,No,Mailed check,7,0
CUST00642,47,61,114.7035987738723,7923.8580777871375,Two year,DSL,No,No,Yes,Yes,Yes,No,Yes,Electronic check,0,0
CUST00643,63,43,116.73561777882752,2669.5058568039603,Month-to-month,DSL,Yes,No,No,No,Yes,No,No,Electronic check,2,1
CUST00644,79,70,38.30154442347272,7536.052341110628,Two year,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Bank transfer,4,1
CUST00645,69,39,22.203516029750418,7326.375808156378,One year,Fiber optic,No,Yes,Yes,No,No,Yes,Yes,Mailed check,4,0
CUST00646,22,56,92.00080396631131,190.69721202008495,Month-to-month,DSL,Yes,No,Yes,Yes,No,Yes,No,Mailed check,9,1
CUST00647,29,63,61.798993387048434,3655.920559151007,Two year,Fiber optic,No,No,Yes,No,No,Yes,Yes,Credit card,1,0
CUST00648,33,46,28.88402450875644,7819.123441107429,Month-to-month,Fiber optic,No,No,No,Yes,No,Yes,Yes,Credit card,9,1
CUST00649,43,11,88.37541055770426,914.6587630237988,Month-to-month,DSL,No,Yes,Yes,Yes,Yes,Yes,No,Bank transfer,7,1
CUST00650,43,62,74.51055282606997,4427.499085628224,Two year,Fiber optic,No,Yes,No,Yes,No,Yes,No,Mailed check,4,0
CUST00651,65,25,118.0516822001106,7833.7643056247225,Month-to-month,No,Yes,Yes,Yes,Yes,No,Yes,No,Bank transfer,6,0
CUST00652,38,71,42.740949586137894,4488.413850436295,Two year,DSL,No,No,No,No,No,No,Yes,Credit card,6,1
CUST00653,56,52,60.397787632654826,1599.5408934800323,One year,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Bank transfer,4,0
CUST00654,53,4,74.25458033954229,4699.247517731459,Month-to-month,Fiber optic,No,No,Yes,No,No,No,No,Bank transfer,7,1
CUST00655,50,59,99.16999884533517,1715.08053420142,One year,Fiber optic,No,Yes,Yes,Yes,No,No,No,Electronic check,8,1
CUST00656,79,72,74.88386567200587,4205.663676866426,One year,DSL,No,No,No,No,Yes,No,Yes,Electronic check,3,1
CUST00657,47,20,81.29001608619492,684.9335215075491,Month-to-month,No,Yes,Yes,No,Yes,No,No,Yes,Electronic check,3,0
CUST00658,54,63,42.61470515899407,4883.313086793796,Two year,Fiber optic,No,Yes,Yes,Yes,Yes,No,No,Credit card,7,0
CUST00659,40,54,104.69187280885599,4182.6405191124495,Month-to-month,Fiber optic,No,No,Yes,No,No,Yes,No,Bank transfer,0,1
CUST00660,75,57,62.86305469704757,5947.274813215558,One year,No,Yes,No,No,Yes,Yes,Yes,No,Electronic check,3,0
CUST00661,27,41,34.09596275217693,5082.533722154401,One year,No,Yes,Yes,Yes,Yes,No,No,No,Electronic check,5,0
CUST00662,71,3,86.41879145054173,4441.889521392977,Two year,DSL,Yes,No,No,No,No,Yes,Yes,Electronic check,3,0
CUST00663,22,6,41.60904531853075,5549.252909060157,Month-to-month,No,Yes,No,Yes,Yes,No,Yes,Yes,Credit card,5,1
CUST00664,53,5,29.756251023929973,1237.1411172206238,One year,DSL,No,Yes,Yes,No,Yes,Yes,Yes,Credit card,4,1
CUST00665,51,5,106.19869084042723,4803.341323942972,One year,No,No,No,Yes,Yes,No,Yes,Yes,Bank transfer,8,1
CUST00666,69,54,66.01622644884397,1459.6737622999437,One year,Fiber optic,No,Yes,No,No,Yes,Yes,No,Bank transfer,9,0
CUST00667,48,47,94.92837126957764,7411.625442029859,Two year,DSL,No,Yes,Yes,No,Yes,No,Yes,Bank transfer,8,1
CUST00668,27,49,49.05875598063551,639.8394282802732,One year,DSL,Yes,No,No,No,Yes,Yes,No,Electronic check,3,0
CUST00669,75,9,98.69701349176663,3499.960522557267,One year,DSL,No,No,Yes,No,Yes,No,Yes,Mailed check,3,1
CUST00670,36,20,31.193592702153033,5596.800073478014,Month-to-month,No,No,Yes,No,Yes,No,No,Yes,Credit card,7,0
CUST00671,75,61,55.597337379485275,3718.375472179244,Month-to-month,Fiber optic,No,Yes,No,Yes,No,No,Yes,Electronic check,9,0
CUST00672,49,35,117.80618179735285,827.5525005399286,One year,DSL,No,Yes,Yes,No,No,Yes,No,Electronic check,3,1
CUST00673,18,50,99.39897163680061,4471.694227400988,One year,DSL,Yes,Yes,No,Yes,Yes,No,Yes,Bank transfer,1,0
CUST00674,73,62,69.72559303146882,5168.892079736101,Month-to-month,DSL,No,Yes,No,Yes,No,No,No,Bank transfer,1,1
CUST00675,22,17,53.97774715618851,5659.95925682501,Two year,DSL,No,Yes,No,Yes,Yes,No,No,Electronic check,0,0
CUST00676,62,3,107.21357000224765,3048.7525342557956,Two year,Fiber optic,No,No,No,No,Yes,No,Yes,Credit card,4,1
CUST00677,21,32,74.48477590845157,4552.9137711272215,Two year,No,Yes,No,Yes,Yes,Yes,Yes,No,Credit card,5,0
CUST00678,33,13,95.84250178691111,3660.4231520174135,Two year,Fiber optic,Yes,No,Yes,Yes,No,No,Yes,Electronic check,8,1
CUST00679,41,68,95.4107680316164,5409.242706142802,Two year,DSL,No,Yes,Yes,No,No,No,No,Mailed check,4,0
CUST00680,33,14,21.794567856849184,4710.100041866067,Two year,Fiber optic,No,No,No,Yes,Yes,No,Yes,Mailed check,5,0
CUST00681,72,11,32.62537827926135,4253.474134517165,Two year,DSL,No,Yes,No,No,No,No,No,Credit card,5,1
CUST00682,19,56,85.96293663947422,2071.242498022164,Two year,No,Yes,Yes,Yes,No,No,Yes,No,Bank transfer,2,0
CUST00683,66,67,36.16198112858714,115.94629021104794,Month-to-month,No,No,No,Yes,No,Yes,No,Yes,Mailed check,3,0
CUST00684,45,29,45.54933446556047,1475.245234960291,Two year,No,No,Yes,No,Yes,Yes,No,Yes,Mailed check,0,0
CUST00685,49,9,114.66379541996072,1024.8217272509323,Two year,DSL,No,Yes,Yes,Yes,No,No,Yes,Bank transfer,3,0
CUST00686,44,67,76.01822583749119,3647.7694855864793,Two year,Fiber optic,Yes,Yes,Yes,No,Yes,No,Yes,Mailed check,0,0
CUST00687,37,25,95.07295069993472,4936.839391018572,One year,No,No,Yes,No,No,Yes,No,No,Electronic check,4,0
CUST00688,41,42,75.79807387826398,1783.3715686099845,Month-to-month,DSL,No,Yes,Yes,No,No,No,No,Mailed check,7,1
CUST00689,29,9,75.25136147827251,7518.551058140778,Month-to-month,DSL,Yes,Yes,No,No,No,Yes,No,Bank transfer,7,0
CUST00690,67,40,29.415191012569792,152.78882086871346,Month-to-month,Fiber optic,Yes,No,Yes,No,Yes,No,No,Electronic check,4,1
CUST00691,52,25,54.3663192609103,6201.178019806209,Two year,No,No,Yes,No,No,No,Yes,Yes,Mailed check,9,1
CUST00692,77,5,48.24308986865117,5039.1176792904935,Two year,DSL,Yes,Yes,No,Yes,Yes,Yes,No,Credit card,1,0
CUST00693,50,11,59.07283656136132,3051.082928276687,One year,Fiber optic,No,Yes,No,No,Yes,No,Yes,Electronic check,5,1
CUST00694,50,59,99.83441882243282,498.8626608580226,Month-to-month,No,Yes,Yes,No,No,No,Yes,No,Electronic check,0,1
CUST00695,78,38,57.19326679168648,5057.1439170958065,Two year,Fiber optic,Yes,No,No,No,Yes,No,Yes,Credit card,6,1
CUST00696,68,72,65.16968192316827,3146.3467516386195,Month-to-month,Fiber optic,No,No,Yes,Yes,Yes,Yes,Yes,Credit card,3,1
CUST00697,60,5,59.73813904853165,7496.510401364431,One year,DSL,No,Yes,Yes,Yes,Yes,No,Yes,Mailed check,4,0
CUST00698,54,48,29.34079719752956,4381.721591629151,One year,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Mailed check,5,1
CUST00699,29,18,64.10721582507837,7523.246939218715,One year,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Bank transfer,0,0
CUST00700,20,70,39.5609273044515,1841.8211784391024,Month-to-month,Fiber optic,No,No,Yes,No,No,No,No,Bank transfer,8,1
CUST00701,18,37,38.67232957730415,5833.234691876416,Two year,DSL,No,No,No,Yes,Yes,Yes,Yes,Electronic check,9,0
CUST00702,50,60,29.403610443426636,4976.267264704933,Two year,Fiber optic,No,No,No,No,Yes,Yes,No,Credit card,3,0
CUST00703,57,48,55.667097414176475,5941.325015667363,One year,Fiber optic,No,No,Yes,No,No,Yes,No,Credit card,7,0
CUST00704,27,28,95.74818847894174,1795.8761253830405,Two year,DSL,No,Yes,No,No,No,Yes,Yes,Bank transfer,4,0
CUST00705,60,69,47.64416905833961,5353.456678278412,One year,No,Yes,No,Yes,No,No,Yes,No,Electronic check,7,1
CUST00706,61,40,51.23491018855135,4034.5191051492648,Month-to-month,No,No,No,No,No,Yes,No,No,Electronic check,0,0
CUST00707,46,45,84.26746576724236,5968.317301759898,One year,No,No,Yes,No,No,No,Yes,No,Bank transfer,7,1
CUST00708,30,62,39.58408125869189,2683.6526887993605,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer,3,1
CUST00709,29,58,109.69579304235343,7131.450501175495,One year,Fiber optic,No,No,No,Yes,No,No,Yes,Bank transfer,1,1
CUST00710,48,67,72.01905232515544,765.980385429668,Two year,Fiber optic,No,No,Yes,Yes,Yes,No,Yes,Mailed check,5,0
CUST00711,63,56,64.7602940320217,6476.7956184503855,Two year,DSL,No,No,No,Yes,Yes,No,Yes,Electronic check,1,1
CUST00712,19,40,75.78201919292013,6904.425043939217,One year,Fiber optic,No,No,Yes,Yes,No,Yes,No,Electronic check,4,0
CUST00713,78,40,36.60343134161955,6556.293259797887,Two year,DSL,No,Yes,No,No,Yes,Yes,No,Electronic check,1,1
CUST00714,68,33,81.34731386391763,4150.538514668031,Two year,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Bank transfer,2,0
CUST00715,67,6,56.31007366340104,3563.2413422430145,Two year,No,Yes,No,Yes,Yes,Yes,Yes,No,Bank transfer,5,1
CUST00716,52,19,109.7186340964619,7970.472063546526,Month-to-month,No,Yes,No,No,Yes,Yes,No,No,Bank transfer,0,1
CUST00717,40,40,36.885420667768614,1910.4584145918807,Two year,No,No,No,Yes,No,No,No,No,Bank transfer,5,0
CUST00718,34,59,70.7051103865441,4420.320130420752,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,Yes,Credit card,2,0
CUST00719,43,59,79.8112629369018,5398.336650520372,One year,DSL,No,No,No,No,No,Yes,No,Bank transfer,6,0
CUST00720,25,48,23.338360178638123,5636.854323305312,Two year,DSL,No,Yes,Yes,Yes,No,Yes,No,Mailed check,1,1
CUST00721,46,41,56.369312475614024,1711.7948593347717,Two year,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,Credit card,5,0
CUST00722,43,13,93.26352347008329,5266.55332948443,Two year,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Credit card,7,1
CUST00723,27,45,102.03775074489734,6565.119575202564,One year,No,Yes,No,Yes,Yes,Yes,No,No,Bank transfer,0,1
CUST00724,43,53,51.31619948172823,495.1467568867865,Month-to-month,No,Yes,No,Yes,Yes,Yes,Yes,No,Electronic check,8,1
CUST00725,79,42,99.85932723827513,7301.018217270001,Month-to-month,DSL,No,Yes,No,No,No,No,Yes,Bank transfer,4,1
CUST00726,51,63,116.77558771033888,333.0820356471269,Two year,DSL,Yes,Yes,Yes,Yes,No,Yes,No,Electronic check,4,1
CUST00727,68,27,105.6873936075094,2912.1711566583153,One year,No,No,No,No,No,Yes,Yes,Yes,Bank transfer,4,1
CUST00728,58,38,31.76439881593252,224.92425024040034,One year,DSL,Yes,Yes,Yes,Yes,Yes,No,Yes,Bank transfer,5,0
CUST00729,24,60,93.97303320855406,709.4468314626968,One year,No,Yes,No,Yes,No,No,Yes,No,Electronic check,1,1
CUST00730,21,7,51.96668324405447,7298.229452922625,One year,Fiber optic,No,No,Yes,No,Yes,No,No,Electronic check,5,1
CUST00731,75,5,118.84159894120765,2903.400562894568,One year,No,No,Yes,No,No,No,Yes,Yes,Electronic check,3,0
CUST00732,70,45,68.5358983159887,3455.6950903579177,Month-to-month,Fiber optic,Yes,Yes,Yes,No,Yes,No,No,Electronic check,7,1
CUST00733,67,58,32.24338983589411,1801.2206129221659,Month-to-month,DSL,Yes,Yes,No,Yes,No,Yes,No,Mailed check,8,1
CUST00734,62,31,92.51855480273908,4817.056584475086,Month-to-month,DSL,Yes,No,No,Yes,Yes,No,Yes,Electronic check,8,1
CUST00735,28,23,52.30111983862138,4798.945395954538,Two year,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Bank transfer,7,0
CUST00736,46,42,119.70781570816617,3040.383095419232,One year,DSL,No,Yes,Yes,No,No,Yes,No,Bank transfer,2,1
CUST00737,73,10,117.97824578545219,2730.975487262647,Two year,Fiber optic,Yes,No,No,Yes,No,No,Yes,Mailed check,9,1
CUST00738,53,32,85.61340180205806,7091.218034626643,One year,DSL,Yes,No,Yes,Yes,No,Yes,No,Electronic check,3,1
CUST00739,42,53,32.98264489517176,3127.945493173391,Month-to-month,No,No,No,No,Yes,Yes,No,No,Bank transfer,0,1
CUST00740,38,30,88.68609976750291,3998.6578380198252,Two year,DSL,Yes,Yes,Yes,Yes,No,No,No,Mailed check,8,1
CUST00741,78,39,29.303048646002722,2338.107623156952,Month-to-month,No,No,No,No,No,No,Yes,No,Bank transfer,4,1
CUST00742,74,31,22.936415910239234,6315.4790765213065,One year,No,No,Yes,Yes,No,Yes,Yes,Yes,Mailed check,5,1
CUST00743,53,2,102.2958446221486,3239.8404395028238,One year,Fiber optic,No,Yes,Yes,Yes,No,Yes,No,Mailed check,2,1
CUST00744,27,12,40.97529476836814,4157.527267700164,One year,DSL,No,No,Yes,Yes,No,Yes,Yes,Credit card,9,0
CUST00745,54,39,57.90271262190974,2101.521643471325,Month-to-month,Fiber optic,No,Yes,No,Yes,No,No,No,Credit card,7,1
CUST00746,26,66,117.34573899761732,7902.510779495889,One year,DSL,No,No,No,No,Yes,Yes,No,Electronic check,6,1
CUST00747,41,13,53.684050186110326,2402.816353297411,Month-to-month,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Credit card,0,0
CUST00748,52,46,49.64897812833153,6188.865994153858,Two year,No,No,Yes,No,No,Yes,Yes,No,Mailed check,9,0
CUST00749,66,27,111.82079996227752,3477.2156378183977,One year,DSL,No,No,No,Yes,No,No,Yes,Bank transfer,4,0
CUST00750,52,17,31.074844531895813,1729.117500164705,One year,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Bank transfer,9,0
CUST00751,65,60,95.95824101146317,6417.778235322404,One year,Fiber optic,No,Yes,No,No,No,No,No,Electronic check,8,1
CUST00752,53,64,118.8065566652774,2735.493633329441,Two year,DSL,Yes,Yes,No,No,No,Yes,No,Credit card,5,0
CUST00753,35,35,110.12960107746488,6935.027444442708,One year,DSL,No,No,No,No,No,No,No,Electronic check,7,1
CUST00754,66,70,85.1667918706426,7330.531760850802,Month-to-month,DSL,Yes,No,No,No,Yes,Yes,No,Mailed check,9,1
CUST00755,56,30,51.4060794992732,6892.60829959108,Month-to-month,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card,0,1
CUST00756,49,71,45.432198117831675,376.56252697376465,One year,DSL,No,Yes,Yes,Yes,No,No,No,Electronic check,9,1
CUST00757,41,63,101.92551048714611,6320.249425540334,One year,No,No,Yes,No,Yes,No,Yes,No,Bank transfer,6,0
CUST00758,40,28,107.98219139516952,3349.581785343237,Two year,Fiber optic,No,No,Yes,Yes,Yes,Yes,No,Bank transfer,2,1
CUST00759,79,60,72.54349125456929,7002.411069439579,Two year,Fiber optic,No,No,Yes,No,Yes,Yes,No,Electronic check,8,0
CUST00760,49,37,44.43399407864661,5139.838675209437,Two year,No,Yes,Yes,Yes,Yes,Yes,No,No,Electronic check,5,1
CUST00761,54,22,31.294320841117354,6685.780759737271,One year,No,Yes,No,No,Yes,No,Yes,Yes,Electronic check,4,0
CUST00762,29,68,28.717946783183116,4045.5109819479994,Two year,No,Yes,No,No,Yes,Yes,No,No,Mailed check,7,1
CUST00763,66,20,91.90774473538556,4326.701486331569,Two year,DSL,No,No,No,No,Yes,No,Yes,Mailed check,7,1
CUST00764,72,68,62.0118727847725,1240.662293855971,Month-to-month,No,Yes,No,No,Yes,Yes,No,No,Bank transfer,2,1
CUST00765,30,64,110.53598742778703,6293.500133645908,Two year,DSL,No,Yes,No,No,No,Yes,No,Mailed check,1,1
CUST00766,40,17,93.96713007267637,3413.177932169076,Month-to-month,Fiber optic,No,No,Yes,No,Yes,No,No,Mailed check,1,1
CUST00767,42,12,39.12604179145867,4050.6329343455027,Month-to-month,Fiber optic,Yes,No,No,No,No,No,Yes,Credit card,4,0
CUST00768,52,22,81.3777418815699,6302.27194135609,Two year,No,No,Yes,Yes,Yes,No,Yes,No,Mailed check,9,1
CUST00769,58,17,63.550545439815934,4830.878660627568,Month-to-month,DSL,Yes,Yes,No,No,No,No,Yes,Credit card,6,0
CUST00770,47,10,77.72497307686132,1688.6799467970727,One year,No,No,No,Yes,Yes,Yes,No,Yes,Mailed check,7,0
CUST00771,34,65,93.80691233385171,4762.838007292053,One year,No,Yes,No,No,Yes,Yes,Yes,No,Bank transfer,9,1
CUST00772,66,22,100.61958810037908,3320.2995780392807,Two year,DSL,No,Yes,No,Yes,Yes,Yes,Yes,Electronic check,7,0
CUST00773,79,50,104.37373264067243,3809.251782146515,One year,No,Yes,Yes,No,No,No,No,No,Bank transfer,7,1
CUST00774,37,14,45.39748745720247,323.65906778107546,Month-to-month,Fiber optic,Yes,Yes,No,No,Yes,Yes,No,Mailed check,9,1
CUST00775,65,64,23.111559991735767,1759.2318611786247,One year,No,No,No,No,Yes,No,Yes,Yes,Electronic check,2,0
CUST00776,42,47,93.92947351647732,2320.2008429101234,Two year,DSL,No,No,No,No,Yes,Yes,No,Electronic check,1,1
CUST00777,39,29,30.63437262557746,5732.384062084566,Two year,DSL,Yes,Yes,Yes,No,Yes,No,No,Electronic check,3,1
CUST00778,30,36,51.491958861296766,190.79053905511097,Month-to-month,Fiber optic,No,No,No,No,Yes,No,Yes,Credit card,0,1
CUST00779,76,52,20.381713412434713,3329.3403637101433,Two year,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer,2,1
CUST00780,36,7,88.166948240162,7399.812276363289,One year,DSL,No,No,No,No,No,No,Yes,Credit card,8,1
CUST00781,66,29,36.71320114712212,983.8568707380783,Two year,Fiber optic,Yes,Yes,Yes,No,No,Yes,Yes,Electronic check,6,0
CUST00782,53,11,85.52824096916582,4179.752666927027,Month-to-month,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Bank transfer,6,1
CUST00783,29,33,119.17426171678389,6313.526820887691,Two year,Fiber optic,No,No,Yes,No,No,Yes,Yes,Bank transfer,0,1
CUST00784,78,6,27.267087161001626,7545.997329408922,One year,No,No,No,Yes,Yes,Yes,Yes,No,Mailed check,6,0
CUST00785,58,32,27.707801195146068,5999.535452316372,Month-to-month,Fiber optic,Yes,No,Yes,No,No,Yes,Yes,Credit card,9,1
CUST00786,36,51,54.03800926666749,5792.467834290808,One year,No,No,No,Yes,No,No,No,Yes,Credit card,6,1
CUST00787,29,58,106.6386514251342,6629.255912546523,Month-to-month,Fiber optic,Yes,No,No,No,No,No,No,Mailed check,3,1
CUST00788,26,26,41.55298687913319,3624.989645722595,Two year,No,No,No,Yes,No,Yes,No,No,Credit card,6,0
CUST00789,24,46,56.037781993034756,6466.171807680881,Month-to-month,Fiber optic,No,Yes,No,No,No,No,Yes,Electronic check,7,1
CUST00790,45,29,26.85054066269796,162.91879748906388,Month-to-month,No,No,No,No,No,No,Yes,Yes,Electronic check,2,1
CUST00791,31,4,96.31552912588894,7404.032337476759,Two year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,No,Credit card,9,1
CUST00792,48,13,60.83063427594511,3602.121425185685,One year,DSL,Yes,Yes,Yes,No,Yes,No,Yes,Mailed check,1,0
CUST00793,69,39,95.92487330608428,4471.703484139406,Two year,No,Yes,No,No,No,No,No,Yes,Bank transfer,6,1
CUST00794,36,15,110.3607844346795,2113.5697664275704,Month-to-month,Fiber optic,Yes,Yes,Yes,No,No,Yes,No,Credit card,4,1
CUST00795,75,29,43.27631471012887,5965.99357943933,Two year,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Bank transfer,4,0
CUST00796,64,29,100.73960303399514,705.4228711544656,Month-to-month,No,No,No,Yes,Yes,No,Yes,No,Mailed check,4,1
CUST00797,33,32,25.909389007825325,6993.822840119999,Two year,Fiber optic,Yes,No,Yes,Yes,Yes,No,Yes,Bank transfer,6,0
CUST00798,70,2,109.88473881802473,6642.122949150108,Two year,No,No,No,Yes,No,No,Yes,No,Mailed check,8,0
CUST00799,22,47,85.07685475587473,1806.8749183336545,One year,Fiber optic,No,Yes,Yes,No,No,Yes,No,Mailed check,7,1
CUST00800,52,22,107.42267241383516,6493.662746453573,Month-to-month,DSL,Yes,No,Yes,Yes,No,No,No,Electronic check,5,1
CUST00801,29,27,20.01883995565819,6312.226091185704,One year,No,No,No,No,Yes,No,No,Yes,Electronic check,6,1
CUST00802,42,67,36.90810703559925,5094.511122256197,Month-to-month,DSL,No,No,Yes,Yes,No,No,No,Mailed check,8,0
CUST00803,69,56,58.975938742649205,3050.8093975075317,Two year,No,Yes,No,No,No,Yes,Yes,Yes,Credit card,5,0
CUST00804,76,21,57.950290337471856,2244.8401580367563,Month-to-month,No,No,Yes,No,Yes,Yes,Yes,No,Electronic check,0,1
CUST00805,38,47,42.673038292351066,1931.0903632858651,One year,No,No,No,No,No,No,No,No,Mailed check,3,0
CUST00806,53,59,58.16119398672001,2617.0108058324968,One year,Fiber optic,No,Yes,No,No,No,Yes,No,Bank transfer,7,0
CUST00807,70,6,32.884871200025486,7238.11170311699,One year,DSL,Yes,No,Yes,No,No,Yes,Yes,Bank transfer,6,0
CUST00808,40,19,61.27611292660261,713.3621303113721,Month-to-month,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit card,2,0
CUST00809,33,57,100.23543291592642,6648.083082398373,One year,Fiber optic,No,Yes,No,No,Yes,No,No,Bank transfer,9,1
CUST00810,74,69,67.90700631033512,2856.231592830406,One year,No,No,Yes,No,Yes,Yes,No,Yes,Bank transfer,2,1
CUST00811,56,3,21.800008894521497,4220.635228489729,One year,Fiber optic,No,No,No,Yes,Yes,Yes,Yes,Mailed check,2,1
CUST00812,62,1,62.14440415792474,6376.436505823076,Two year,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Bank transfer,0,1
CUST00813,70,58,22.717501609084415,7086.574721481474,Two year,DSL,Yes,No,Yes,Yes,Yes,Yes,No,Bank transfer,9,0
CUST00814,59,38,116.62434107067982,2823.7732185739114,Month-to-month,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Bank transfer,0,1
CUST00815,75,15,32.7453959422869,3748.5635020733716,Month-to-month,No,No,No,No,No,Yes,No,No,Bank transfer,5,0
CUST00816,56,34,90.76883263306188,3374.6769120526587,One year,Fiber optic,No,No,Yes,No,No,No,No,Mailed check,0,1
CUST00817,31,61,117.27763228920858,204.68316468089333,Two year,No,No,No,Yes,No,Yes,Yes,No,Bank transfer,4,1
CUST00818,48,35,102.60390516665719,2437.948821983387,One year,Fiber optic,No,Yes,No,Yes,Yes,Yes,Yes,Credit card,3,1
CUST00819,75,64,89.93153751262037,3727.5949464872383,One year,No,No,No,No,Yes,Yes,No,No,Electronic check,4,0
CUST00820,22,25,103.9460909500767,3347.6395101554745,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,Yes,Credit card,6,1
CUST00821,52,24,118.17986932606276,5803.2408973738675,Two year,DSL,No,Yes,Yes,Yes,No,No,Yes,Electronic check,5,0
CUST00822,40,12,82.13444972535297,3139.9485760467155,Two year,No,No,Yes,No,No,Yes,Yes,No,Credit card,8,1
CUST00823,46,18,75.91848068293265,3966.073946868295,Month-to-month,DSL,No,Yes,Yes,Yes,No,No,No,Electronic check,5,0
CUST00824,60,15,82.82381104632813,3493.9078778456706,Month-to-month,DSL,Yes,Yes,Yes,No,No,Yes,No,Electronic check,8,0
CUST00825,28,27,73.2675886761555,5950.946576265527,One year,No,No,Yes,Yes,Yes,No,Yes,Yes,Electronic check,3,0
CUST00826,35,72,83.50891059097188,6917.481951997004,Month-to-month,No,Yes,Yes,No,Yes,Yes,No,Yes,Electronic check,0,1
CUST00827,64,60,64.98422079725592,4301.923724159362,Two year,Fiber optic,Yes,No,Yes,Yes,Yes,No,No,Mailed check,0,1
CUST00828,29,46,41.84431828833071,6336.51433414201,Two year,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,No,Credit card,9,0
CUST00829,26,17,32.024722651167565,2444.61478795682,Month-to-month,DSL,Yes,No,No,No,No,Yes,Yes,Electronic check,6,1
CUST00830,27,53,26.83409355322604,4376.819920242423,One year,Fiber optic,Yes,Yes,No,No,No,No,Yes,Credit card,2,0
CUST00831,75,8,46.33157837532001,2827.3166339927825,One year,Fiber optic,No,Yes,No,No,No,No,No,Bank transfer,1,0
CUST00832,61,27,24.61235643357338,3372.1873120174596,Month-to-month,No,No,Yes,No,No,No,Yes,Yes,Electronic check,5,0
CUST00833,34,46,76.71707799193857,5886.069532020082,One year,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Credit card,5,1
CUST00834,78,50,48.38284470235203,7065.13361042843,One year,DSL,Yes,No,Yes,Yes,Yes,No,Yes,Mailed check,6,0
CUST00835,55,71,102.45348080870322,1059.813589593347,One year,Fiber optic,Yes,No,Yes,No,Yes,No,Yes,Credit card,4,1
